Topic,Count,Name,Representation,Representative_Docs
75,49,75_brain_superior_engage_possible,"['brain', 'superior', 'engage', 'possible', 'right think', 'background', 'know did', 'menial', 'nervous', 'wheel']","['Don’t be absurd. That’s in Washington. You know I could never live in a city whose streets are laid out in a wheel-and-spoke pattern. No. I’m going to find a similarly menial job where my basal ganglia are occupied with a routine task, freeing my prefrontal cortex to work quietly in the background on my problem.', 'I’m attempting to view my work as a fleeting peripheral image so as to engage the superior colliculus of my brain.', 'I’m attempting to view my work as a fleeting peripheral image so as to engage the superior colliculus of my brain.']"
76,48,76_koothrappali_rich_wolowitz_oh lord,"['koothrappali', 'rich', 'wolowitz', 'oh lord', 'know say', 'dr', 'smart', 'reduce', 'competition', 'emily']","['Why me? Why not Koothrappali or Wolowitz?', 'Why me? Why not Koothrappali or Wolowitz?', 'Well done, Dr. Koothrappali.']"
77,48,77_conversation_lives_subject_100,"['conversation', 'lives', 'subject', '100', 'menial', 'trying', 'art', 'colorado', 'quite', 'topics']","['Do you really think death threats are an appropriate way to begin this conversation? Sometimes your lack of social skills astonishes me.', 'You brought up the subject. I contributed an interesting fact on that subject. It’s called the art of conversation. Okay, your turn.', 'You brought up the subject. I contributed an interesting fact on that subject. It’s called the art of conversation. Okay, your turn.']"
78,48,78_throat_disease_switzerland_sharing,"['throat', 'disease', 'switzerland', 'sharing', 'concerned', '12 hours', 'really need', 'negative', '30', 'obligated']","['Well, if it’s not cholera, then based on a quick Internet search, the other explanations in decreasing order of likelihood are Hirschsprung’s Disease, botulism, a 30-foot tapeworm or accidental ingestion of chrysanthemum blossoms.', 'When I’ve seen two consecutive negative throat cultures spaced 12 hours apart. You know the drill. All right, if you’ll excuse me, I am off to start a prophylactic course of antibiotics.', 'When I’ve seen two consecutive negative throat cultures spaced 12 hours apart. You know the drill. All right, if you’ll excuse me, I am off to start a prophylactic course of antibiotics.']"
79,48,79_wil_wil wheaton_wheaton_hate,"['wil', 'wil wheaton', 'wheaton', 'hate', 'round', 'da', '18', 'served', 'heck', 'explain']","['My friend, Wil Wheaton.', 'Hello, Wil Wheaton.', ' Wil Wheaton! Wil Wheaton! Wait, how many was that?']"
80,48,80_da_ow_phrase_right going,"['da', 'ow', 'phrase', 'right going', 'opening', 'boo', 've heard', 'ha', 'century', 'series']","['Ta-da!', 'Da-da-da-da, da-da-da!', 'Da-da-da da-da dum, boink, boink.']"
81,47,81_embarrassing_forced_surprise_sleep,"['embarrassing', 'forced', 'surprise', 'sleep', 'goose', 'afraid', 'hiding', 'madness', 'cousin', 'managed']","['You’re embarrassing yourself.', 'It’s not yours? Oh, my. How embarrassing for both of us.', 'It’s not yours? Oh, my. How embarrassing for both of us.']"
82,46,82_bye_good bye_goodbye_hero,"['bye', 'good bye', 'goodbye', 'hero', 'wine', 'oh ll', 'guest', 'late', 'reading', 'fan']","['Bye.', 'Bye.', 'Bye-bye']"
83,46,83_green_super_band_games,"['green', 'super', 'band', 'games', 'classic', 'wait wait', 'rock', 'limited', 'control', 'include']","['Right, games. They took Halo 1, Halo 2, Halo 3, Call of Duty 1, Call of Duty 2, Call of Duty 3, Rock Band, Rock Band 2, Final Fantasy 1 thru 9, The Legend of Zelda, The Legend of Zelda: Ocarina of Time, The Legend of Zelda: Twilight Princess, Super Mario Brothers, Super Mario Galaxy, Mario and Sonic at the Winter Olympics and Ms. Pacman.', 'Ooh, the Green Lantern’s ring could make a big green hand that unscrews it.', 'Ooh, the Green Lantern’s ring could make a big green hand that unscrews it.']"
84,46,84_time machine_machine_future_near,"['time machine', 'machine', 'future', 'near', 'travel', 'soon', 'past', 'brought', 'time', 'technology']","['Time machine.', 'Unlike Hot Tub Time Machine, this couldn’t be more simple. When Biff gets the almanac in 1955, the alternate future he creates isn’t the one in which Marty and Doc Brown ever use the time machine to travel to 2015. Therefore, in the new timeline, Marty and Doc never brought the time machine…', 'Unlike Hot Tub Time Machine, this couldn’t be more simple. When Biff gets the almanac in 1955, the alternate future he creates isn’t the one in which Marty and Doc Brown ever use the time machine to travel to 2015. Therefore, in the new timeline, Marty and Doc never brought the time machine…']"
85,46,85_genitals_mood_frankly_trouble,"['genitals', 'mood', 'frankly', 'trouble', 'feelings', 'engaging', 'dressed', 'oh think', 'argument', 'logical']","['I do. And to show you that there are no hard feelings, I am willing to rub my genitals on it as well.', 'Or what a joy it is to behold my genitals.', 'Or what a joy it is to behold my genitals.']"
86,46,86_doing_good day_right good_let oh,"['doing', 'good day', 'right good', 'let oh', 'limited', 'good news', 'situation', 'll tell', 'menial', 'news']","['What are you doing?', 'What are you doing here?', 'What are you doing here?']"
87,45,87_hold_walking_break_mm,"['hold', 'walking', 'break', 'mm', 'operating', 'leg', 'peace', 'perform', 'nope', 'condition']","['Hold on, I have something for you.', 'Uh-duh, hold on, hold on!', 'Uh-duh, hold on, hold on!']"
88,45,88_sit_sat_clean_centre,"['sit', 'sat', 'clean', 'centre', 'sitting', 'exercise', 'spend time', 'straight', 'chosen', 'popular']","['No, I sit there.', 'D-d-d! That’s where I sit.', 'No! That’s where I sit!']"
89,45,89_monkeys_monkey_female_language,"['monkeys', 'monkey', 'female', 'language', 'human', 'ha', 'teach', 'oh oh', 'copulate', 'film']","['I have such a profound sense of creation. I, it’s like when I hatched sea monkeys, except that this is from my DNA, so this is like me monkeys.', 'Oh, there it is. It always comes back to monkeys with you. Just monkeys, monkeys, monkeys.', 'Oh, there it is. It always comes back to monkeys with you. Just monkeys, monkeys, monkeys.']"
90,44,90_sleep_office_just told_heck,"['sleep', 'office', 'just told', 'heck', 'granted', 'complain', 'couldn', 'kept', 'proud', 'sleeping']","['I can’t sleep. how are you going?', 'I couldn’t sleep because I kept thinking about what happened earlier between us. Also, I had one heck of a bus nap. Oh, speaking of which, do you want some mutton and coconut milk?', 'I couldn’t sleep because I kept thinking about what happened earlier between us. Also, I had one heck of a bus nap. Oh, speaking of which, do you want some mutton and coconut milk?']"
91,44,91_stuart_zack_wondering_think need,"['stuart', 'zack', 'wondering', 'think need', 'ex', 'theatre', 'offence', 'caused', 'touched', 'killing']","['Where’s Stuart?', 'Stuart, please. You’re being rude.', 'Very well. Stuart.']"
92,44,92_diet_eating_mm_uh uh,"['diet', 'eating', 'mm', 'uh uh', 'blood', 'stomach', 'fluid', 'weight', 'arctic', 'maintain']","['In order to live long enough to fuse my consciousness with cybernetics, I need to change my diet.', 'Certainly. It’s not like I have to moderate my food intake because I’m planning on eating again very shortly. Mm, mm, mm!', 'Certainly. It’s not like I have to moderate my food intake because I’m planning on eating again very shortly. Mm, mm, mm!']"
93,44,93_doctor_grown_dna_hearing,"['doctor', 'grown', 'dna', 'hearing', 'create', 'uh uh', 'studying', 'allergic', 'grown man', 'culture']","['Allow us to answer a few quick ones that we get all the time. Uh, uh, yes, I really am a doctor. Uh, yes, she really is my girlfriend.', 'Irrelevant. See, I was studying recombinant DNA technology and I was confident I could create one, but my parents were unwilling to secure the necessary eagle eggs and lion semen. Course my sister got swimming lessons when she wanted them.', 'Irrelevant. See, I was studying recombinant DNA technology and I was confident I could create one, but my parents were unwilling to secure the necessary eagle eggs and lion semen. Course my sister got swimming lessons when she wanted them.']"
94,43,94_fish_fight_sea_dna,"['fish', 'fight', 'sea', 'dna', 'battle', 'facts', 'say don', 'creature', 'hand', 'surprisingly']","['I was working with luminous fish, and I thought, hey, loom! Mom, what are you doing here?', 'All right. So the topic at hand is sexual fidelity. Probably won’t be relying on Seuss here. Although One Fish, Two Fish, Red Fish, Blue Fish might be surprisingly applicable. Go on.', 'All right. So the topic at hand is sexual fidelity. Probably won’t be relying on Seuss here. Although One Fish, Two Fish, Red Fish, Blue Fish might be surprisingly applicable. Go on.']"
95,43,95_cooper_mrs_dr sheldon_sheldon cooper,"['cooper', 'mrs', 'dr sheldon', 'sheldon cooper', 'dr', 'uncle', 'precious', 'sheldon', 'raise', 'mask']","['Uh, hello and welcome to a special live edition of Dr. Sheldon Cooper…', 'Hello. I’m Dr. Sheldon Cooper.', 'Hello, I’m Dr. Sheldon Cooper.']"
96,43,96_bat_crime_man_write,"['bat', 'crime', 'man', 'write', 'just told', 'wound', 'weak', 'yes oh', 'exactly like', 'warrior']","['I have a question about Batman. Batman is a man who dresses up like a bat. Man-bat is a part man, part bat hybrid. Now, if Man-Bat dressed up as a man to fight crime, would he be Man-Batman?', 'If Batman were bitten by a radioactive Man-Bat, and then fought crime disguised as Man-Bat, would he be Man-Bat-Man-Bat-Man or simply Man-Bat-Man-Bat-Batman?', 'If Batman were bitten by a radioactive Man-Bat, and then fought crime disguised as Man-Bat, would he be Man-Bat-Man-Bat-Man or simply Man-Bat-Man-Bat-Batman?']"
97,43,97_christmas_pop_santa_tree,"['christmas', 'pop', 'santa', 'tree', 'presents', 'died', 'happy', 'holiday', 'fool', 'like think']","['Pop-Pop was the only one in my family who encouraged me to pursue science. But you didn’t bring him back, did you? No, instead, I got Lincoln Logs. Well, you can build a lot of neat things out of Lincoln Logs, but Pop-Pop ain’t one of ’em. And now you’re here asking me for something, to save you. Well, sorry, Mr. Kringle, but today’s not your day. I’m leaving you here to rot, and I hope the ogres feast on your bones. I take the skeleton key, and I toss it into the chasm, and on the way out, I give Santa a swift kick in his bowl full of jelly!', 'My mother dragged me there and she plopped me down on your lap and you asked me what I wanted for Christmas. And I told you, my Pop-Pop, because that was the year my grandfather died. I missed him and I wanted him back.', 'My mother dragged me there and she plopped me down on your lap and you asked me what I wanted for Christmas. And I told you, my Pop-Pop, because that was the year my grandfather died. I missed him and I wanted him back.']"
98,43,98_figured_smart_doubt_figure,"['figured', 'smart', 'doubt', 'figure', 'difficulty', 'alpha', 'increase', 'hint', 'james', 'oh god']","['No, no, I’m still hopelessly stuck on that, but I figured out how to figure it out.', 'Oh, I doubt that. I haven’t figured out a way, and I’m much smarter than all of you.', 'Oh, I doubt that. I haven’t figured out a way, and I’m much smarter than all of you.']"
99,43,99_leonard oh_unlikely_leonard_modern,"['leonard oh', 'unlikely', 'leonard', 'modern', 'seek', 'studying', 'recommend', 'mystery', 'satisfying', 'guide']","['Leonard, in the world of theoretical physics, you never finish. So much is unprovable. But when I was studying that railway guide, it was so tangible and so satisfying that something just clicked. Then it clacked. Then it clicked, then it clacked, click-clack clickety-clack, and here we are. Whoo-whoo.', 'In Leonard? Oh, even the Sparkletts guy could see that’s unlikely.', 'In Leonard? Oh, even the Sparkletts guy could see that’s unlikely.']"
